epa-c-25400117, EPA c , SE-259E CAM KIT Developed specifically for big displacement Twin Cam engines this cam has a modern lobe design that allows for higher valve lifts for a given duration. A high-lift version of the SE-211 camshaft this cam works great with 103 cubic inch and larger engines with free-flowing intake and exhaust. It can be used with stock heads (updated with race springs) and high-compression pistons for even more torque than a SE-211 cam or can be coupled with any of the performance heads to realize the full power potential. 50-State U.S. EPA compliant. SE-585 CAM KIT This cam is a great match for riders of heavy Touring bikes looking for big torque at the low end. Just a quick downshift to fourth gear results in an effortless pass of that slow moving tractor-trailer ahead of you. This cam provides an early hit of torque at the low end of the RPM spectrum. A unique combination of lift cam lobe duration and an enhanced cam profile ramp provides a performance boost you can feel. The cam's QRD (Quiet Ramp Design) delivers high torque throughout the RPM range while reducing valve train noise. 50-State U.S. EPA compliant. 25400117 $329.95 For use on '14-'16 Touring models with the use of a 58mm Throttle Body. Also fits '14-'16 CVOTM Touring models with or without the use of a 58mm Throttle Body. Does not fit Trike models. Installation requires separate purchase of Performance Valve Spring Kit P/N 1801303A. All models require ECM calibration for proper installation. Labor cost not included. See Dealer for details., Harley Davidson,  , Tags, , Title, Default Title, , , , , 25400117, ,,,,,280.46,329.95
saddlebag-lid-bra-90200992, SADDLEBAG LID BRA , SADDLEBAG GUARD BAG WITH WATER BOTTLE HOLDER BAR & SHIELD LOGO SADDLEBAG GUARD BAG BAR & SHIELD LOGO Protect your saddlebags from boot scuffs stone chips and road debris. These custom-fit Saddlebag Lid Bras are made with non-abrasive fleece-backed vinyl material and feature small Bar & Shield logos. Easy to install with hook-and-loop tabs. Kit includes left and right side Lid Bras. Manufactured from non-abrasive fleece-backed vinyl this Tank Bra for your Touring model features an embroidered Bar & Shield logo. It protects your fuel tank from belt buckle and key scratches and nicks from road debris. Designed for easy installation and a custom fit without tank or seat removal. D. SADDLEBAG LID BRA (90200992 SHOWN) D. SADDLEBAG LID BRA (57805-03A SHOWN), Harley Davidson,  , Tags, , Title, Default Title, , , , , 90200992, ,,,,,99.95,99.95 99.95
billet-saddlebag-hinge-90201084, BILLET SADDLEBAG HINGE , Dress your saddlebags in style. Edge Cut Saddlebag Hinge Covers feature a rich black finish that is machined to expose the highlights of raw aluminum. The contrasting cut-back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. These covers replace the Original Equipment covers but retain the stock hinges and locks for easy installation. Kit includes left and right covers mounting hardware and saddlebag-mounted red reflectors. BILLET SADDLEBAG HINGE COVER KIT EDGE CUT (90200915 SHOWN) BILLET SADDLEBAG HINGE COVER KIT EDGE CUT (90200421 SHOWN) This sweep of chrome will set the tone for a very special Touring custom. Manufactured from billet aluminum this polished and plated cover replaces the Original Equipment saddlebag hinge for a striking look. The grooved ball-milled design and curved leading and trailing edge add a feeling of forward motion even while parked on Main Street. Kit includes chrome-plated mounting hardware and red saddlebag-mounted reflectors. Give your saddlebags the tail dragger look. Originally featured on the '09 CVOTM Road Glide model these extensions visually stretch the saddlebags and wrap around the exhaust for a true low rider look. Manufactured from the same durable ABS material as the Original Equipment saddlebags these primed extensions are ready to paint and attach to the saddlebag bottoms. No filler or re-painting of the Original Equipment bag is necessary. Finish the look with available Color-Matched Saddlebag Filler Strips (sold separately). BILLET SADDLEBAG HINGE COVER KIT CHROME GROOVED (90201084 SHOWN), Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201084, ,,,,,159.95,159.95 139.95
fender-support-kitgloss-90201206, FENDER SUPPORT KITGLOSS , COLOR-MATCHED SADDLEBAG FILLER STRIP KIT SOLID '09-'13 MODEL CHROME SADDLEBAG FILLER STRIP KIT SLOTTED '95-'08 MODELS Manufactured from Original Equipment components to ensure superior fit and finish the gloss black Fender Support Kit replaces the Original Equipment cast and chrome fender support system and continues the dark look to the area between and behind the saddlebags. The ideal finishing touch for your blacked-out Touring bike these covers are the perfect complement to the optional gloss black Passenger Sissy Bars Luggage Racks Tour-Pak mounting racks and Docking Hardware Kits. Kit includes gloss black left and right supports and docking hardware slot fillers., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201206, ,,,,,254.96,299.95
distressed-black-leather-saddlebags-90201306, DISTRESSED BLACK LEATHER SADDLEBAGS , Distressed leather and diecast buckles provide a tough but functional saddlebag with a distinctive edgy style that exudes a youthful attitude. 3000 cubic inches of luggage capacity ensures you can carry what you need with you at all times. Quick-disconnect clips under the rugged buckles allow easy access to bag contents while always maintaining a sense of style., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201306, ,,,,,560.96,659.95
leather-throw-over-saddlebags-90201324, LEATHER THROW-OVER SADDLEBAGS  , LEATHER THROW-OVER SADDLEBAGS These traditional Leather Throw-Over bags feature large side gussets for increased capacity and full-length straps with hidden quick-disconnect clips for easy access. Keep your throw-over style saddlebags away from the wheel swingarm and brake caliper. The elegant chrome-plated hoop attaches to the upper shock mount and fender strut and can be installed on models equipped with rigid-mount sissy bar sideplates and uprights., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201324, ,,,,,99.95,99.95 99.95
h-d-detachablestm-locking-leather-90201328, H-D DETACHABLESTM LOCKING LEATHER , H-D DETACHABLESTM LOCKING LEATHER SADDLEBAGS These large-capacity lockable detachable saddlebags are completely removable with the simple pull of the internal handle leaving your bike clean and ready to cruise the boulevard. The handsome leather slant-style bags feature hidden quick-release clips behind the classic valise straps and black buckles. When removed the large capacity bags leave behind two simple inconspicuous docking points. The bags are compatible with both rigid and H-D DetachablesTM accessories when installed with the appropriate docking hardware kits. Luggage capacity: 2400 cubic inches total., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201328, ,,,,,747.96,879.95
leather-throw-over-saddlebags-90201433, LEATHER THROW-OVER SADDLEBAGS  , LEATHER THROW-OVER SADDLEBAGS These traditional Leather Throw-Over bags feature large side gussets for increased capacity and full-length straps with hidden quick-disconnect clips for easy access. Keep your throw-over style saddlebags away from the wheel swingarm and brake caliper. The elegant chrome-plated hoop attaches to the upper shock mount and fender strut and can be installed on models equipped with rigid-mount sissy bar sideplates and uprights. LEATHER THROW-OVER SADDLEBAGS C. SADDLEBAG SUPPORTS GLOSS BLACK Keep your throw-over style saddlebags away from the wheel swingarm and brake caliper. The elegant gloss black hoop attaches to the upper shock mount and fender strut and can be installed on models equipped with rigid-mount sissy bar sideplates and uprights., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201433, ,,,,,84.96,99.95
h-d-detachablestm-saddlebags-90201552, H-D DETACHABLESTM SADDLEBAGS  , H-D DETACHABLESTM SADDLEBAGS Sized for commute to work or a ride across the country these modern bags are styled to complement the stripped down look of the Softail cruiser models. These modern waterfallstyle saddlebags are completely removable with the simple pull of the internal handle and a rearward slide leaving your bike stripped down and unencumbered. When removed the bag leaves behind simple inconspicuous docking points. The bags feature a flip back lid and a reinforced vinyl-wrapped body with perforated style panels that complement stock and many accessory seats. The bags are finished with nickel snap-to-close hardware and a black chrome Harley-Davidson signature medallion. Bags include all required mounting hardware and can be installed with HoldFastTM sissy bars and racks when equipped with model-specific docking hardware. Luggage capacity: 2170 cubic inches total H-D DETACHABLES LEATHER SADDLEBAGS NOSTALGIC STYLE These traditional throw-over style leather saddlebags are completely removable with the simple pull of the internal handle leaving your bike clean and ready to cruise the boulevard. When removed the bag leaves behind simple inconspicuous docking points. Styled to complement the unique look of the stripped down Softail Slim and Street Bob models these bags feature a leather tub and a reinforced lid that complement stock and many accessory seats. The traditional leather straps and the brass buckles and hardware add a distinctive retro look. Bags include all required mounting hardware and can be installed with HoldFast sissy bars and racks when equipped with model-specific docking hardware. Luggage capacity: 2170 cubic inches total., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201552, ,,,,,722.46,849.95
h-d-detachablestm-locking-saddlebags-90201555, H-D DETACHABLESTM LOCKING SADDLEBAGS , H-D DETACHABLESTM LOCKING SADDLEBAGS Shaped to complement the flowing lines of the Softail cruiser models these premium saddlebags feature a classic slantstyle design with a modern twist. Wrapped in a combination of smooth and perforated-look vinyl the hardshell bags will retain their shape in all kinds of weather. The hinged locking lid tilts outward for easy one-handed access. And when your trip is over the bags can be removed with the simple turn of the internal lever leaving behind nothing but inconspicuous docking points. Bags include all required mounting hardware and can be installed with HoldFastTM sissy bars and racks when equipped with model-specific docking hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201555, ,,,,,849.95,849.95 849.95
rigid-mount-saddlebagssoftail-90201558, RIGID MOUNT SADDLEBAGSSOFTAIL , These premium saddlebags are ready to go the distance. Styled to complement the Softail Deluxe model's profile these bags offer plenty of storage for a trip across town or across the country. The fine textured vinyl surface and black chrome medallion add an elegant touch and the hard-shell body retains its shape in all kinds of weather. The push-button latching lids swing open with one hand for easy loading and are lockable for added security. The bags are compatible with HoldFastTM accessories when installed with the appropriate docking hardware kits. Kit includes reflectors. Total luggage capacity: 2510 cubic inches. SADDLEBAG TRAVEL-PAKS Simplify packing and unpacking your motorcycle. Made from water resistant material these liners are designed to fit into the Original Equipment saddlebags on Heritage Classic models and Softail Deluxe Rigid Mount Saddlebags P/N 90201558. The Travel Pak bags feature two-way zippers for easy access and embossed Bar & Shield patches for style., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201558, ,,,,,679.96,799.95
h-d-detachablestm-saddlebags-90201561, H-D DETACHABLESTM SADDLEBAGS  , H-D DETACHABLESTM SADDLEBAGS Sized for commute to work or a ride across the country these modern bags are styled to complement the stripped down look of the Softail cruiser models. These modern waterfallstyle saddlebags are completely removable with the simple pull of the internal handle and a rearward slide leaving your bike stripped down and unencumbered. When removed the bag leaves behind simple inconspicuous docking points. The bags feature a flip back lid and a reinforced vinyl-wrapped body with perforated style panels that complement stock and many accessory seats. The bags are finished with nickel snap-to-close hardware and a black chrome Harley-Davidson signature medallion. Bags include all required mounting hardware and can be installed with HoldFastTM sissy bars and racks when equipped with model-specific docking hardware. Luggage capacity: 2170 cubic inches total, Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201561, ,,,,,679.96,799.95
h-d-detachablestm-saddlebagsbrass-90201645, H-D DETACHABLESTM SADDLEBAGSBRASS , H-D DETACHABLESTM SADDLEBAGS BRASS TRIM Trimmed with classic valise straps brass buckles and a matching brass Harley-Davidson signature medallion these bags are the perfect complement to your custom ride. These largecapacity lockable detachable saddlebags are completely removable with the simple pull of the internal handle leaving your bike clean and ready to cruise the boulevard. When removed the bags leave behind two simple inconspicuous docking points. These handsome slant-style bags feature push-button latching swing-out lids that are easy to operate with one hand. The hard-shell design retains its shape in all kinds of weather and the locking hinged lids offer modern convenience and security. Bags include all required mounting hardware and can be installed with HoldFastTM sissy bars and racks when equipped with model-specific docking hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90201645, ,,,,,899.95,899.95 899.95
heritage-softail-classic-90300010, HERITAGE SOFTAIL CLASSIC , HERITAGE SOFTAIL CLASSIC QUICK-DETACH SADDLEBAG CONVERSION KIT Leave your baggage behind with this innovative set of quickdetach hardware. This kit converts your Original Equipment fixed-mount Heritage Softail Classic saddlebags to bags that can be removed in just seconds. Just reach inside the bag pull and twist the locking handle and slide the bags off. You're left with a clean stripped-down custom look that's ready to prowl. Exclusive 3-point mounting system distributes the load to minimize flex and bounce and retains the Original Equipment weight capacity. HERITAGE CLASSIC QUICK-DETACH SADDLEBAG CONVERSION KIT HERITAGE CLASSIC QUICK-DETACH SADDLEBAG CONVERSION KIT 90300010 $44.95 For use with Heritage Flat Top & Lock Kit P/N 88373-10A., Harley Davidson,  , Tags, , Title, Default Title, , , , , 90300010, ,,,,,118.96,139.95
