eagle-fairing-decal-14093-84, EAGLE FAIRING DECAL  , FUEL TANK NAMEPLATE AND ADAPTER KITS Gives your fairing that custom look. Multi-colored. Made in the U.S.A. 14093-84 Black Background. $39.95 Eagle decal fits '13-earlier FL FLH and FLHT fairings., Harley Davidson,  , , , Title, Default Title, , , , , 14093-84, ,,,,,33.96,39.95
half-moon-rider-footboards-51345-08, HALF-MOON RIDER FOOTBOARDS  , TAPERED RIDER FOOTBOARD KIT WITH CRESTED BAR & SHIELD LOGO INSERT Long and lean the tapered design of these footboards allows maximum flexibility in foot placement for added comfort on long rides. Kit includes left and right tapered footboard pans and rubber isolated deluxe inserts with smooth chrome surround. The inserts feature a slotted rubber design with embossed Bar & Shield logo. Original Equipment on Softail Deluxe models. EXTENDED LENGTH RIDER RUNNING BOARDS HALF-MOON RIDER FOOTBOARDS Combine the style of the '40s with the comfort of today. The classic half moon-shaped rider footboards are available in polished stainless steel or gloss black finish to complement your styling direction. The traditional Harley-Davidson rubber insert features a vibration-isolation design for a long comfortable ride. Kit includes left and right footboard pans and matching rubber inserts. HALF-MOON RIDER FOOTBOARDS Combine the style of the '40s with the comfort of today. The classic half moon-shaped rider footboards are available in polished stainless steel or gloss black finish to complement your styling direction. The traditional Harley-Davidson rubber insert features a vibration-isolation design for a long comfortable ride. Kit includes left and right footboard pans and matching rubber inserts., Harley Davidson,  , , , Title, Default Title, , , , , 51345-08, ,,,,,131.71,154.95
badlander-seat-(51397-06a-shown-51397-06A, BADLANDER SEAT (51397-06A SHOWN , BRAWLER SOLO SEAT The traditional Badlander seat's low and lean style sets the stage for your minimalist custom ride. The frame-hugging rider seat and the slim tapered passenger pillion visually stretch the bike and enhance the slammed look. The seat shape stays low along its entire length and follows the lines of the bike with minimal disruption and delivers a riding position that is lower and generally further back than the stock seat. Ideal for both short riders needing to be closer to the ground or for tall riders that want to move back in the bike without sitting higher. This seat is wrapped in supple top-grain leather and finished with an embroidered Harley-Davidson script. Kit includes leather grab strap and mounting hardware. LEATHER BADLANDER SEAT BADLANDER SEAT (51397-06A SHOWN), Harley Davidson,  , , , Title, Default Title, , , , , 51397-06A, ,,,,,237.96,279.95
half-moon-rider-footboards-51400-08, HALF-MOON RIDER FOOTBOARDS  , TAPERED RIDER FOOTBOARD KIT WITH CRESTED BAR & SHIELD LOGO INSERT Long and lean the tapered design of these footboards allows maximum flexibility in foot placement for added comfort on long rides. Kit includes left and right tapered footboard pans and rubber isolated deluxe inserts with smooth chrome surround. The inserts feature a slotted rubber design with embossed Bar & Shield logo. Original Equipment on Softail Deluxe models. EXTENDED LENGTH RIDER RUNNING BOARDS HALF-MOON RIDER FOOTBOARDS Combine the style of the '40s with the comfort of today. The classic half moon-shaped rider footboards are available in polished stainless steel or gloss black finish to complement your styling direction. The traditional Harley-Davidson rubber insert features a vibration-isolation design for a long comfortable ride. Kit includes left and right footboard pans and matching rubber inserts. HALF-MOON RIDER FOOTBOARDS Combine the style of the '40s with the comfort of today. The classic half moon-shaped rider footboards are available in polished stainless steel or gloss black finish to complement your styling direction. The traditional Harley-Davidson rubber insert features a vibration-isolation design for a long comfortable ride. Kit includes left and right footboard pans and matching rubber inserts., Harley Davidson,  , , , Title, Default Title, , , , , 51400-08, ,,,,,131.71,154.95
passenger-pillion-smooth-styling-51404-10, PASSENGER PILLION SMOOTH STYLING  , Get a little bit closer. Super Reach forward position seats are designed to move riders with a shorter inseam even closer to the controls and to bring the legs about 1.0 closer together so that your feet rest firmly on the pavement. The scooped bucket-shaped saddle is enhanced with added back support padding to move the rider up to 1.0 lower and 3.0 forward. The combination positions the rider closer to the hand and foot controls to offer both comfort and confidence. For a two-up ride combine the solo seat with the Touring Passenger Pillion P/N 51404-10 (sold separately). LOW-PROFILE LEATHER SEAT Prowl the town in style. Featured as Original Equipment on the '07 CVOTM Dyna model this low-profile seat features a breathable perforated leather insert. The firm padding makes you feel a part of the bike and the raised back stop keeps you in place when you hit the gas. Bring a passenger along for the ride. This Passenger Pillion includes a passenger grab strap. 51404-10 Smooth. $159.95 Fits '09-'17 FXDB and '10-'17 FXDWG models with Original Equipment solo seat. Installation on FXDB models requires separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50210-06. 51535-06A Smooth. $159.95 Fits '06-'09 Dyna models (except '09 FXDB). FXD and FXDB models require separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50210-06. Pillion width 9.5. C. QUICK-RELEASE PASSENGER PILLION Styled to complement stock or accessory solo seats this Passenger Pillion delivers maximum passenger comfort on the road. The pillion is easily removable from the Solo Rack P/N 52796-09 with a simple finger-pull release. The available Sissy Bar Upright P/N 52726-09 attaches directly to the pillion to provide a completely removable touring system., Harley Davidson,  , , , Title, Default Title, , , , , 51404-10, ,,,,,203.96,239.95
sundowner-seat-smooth-(51468-06a-shown-51468-06A, SUNDOWNER SEAT SMOOTH (51468-06A SHOWN , SUNDOWNER SEAT SMOOTH (51468-06A SHOWN), Harley Davidson,  , , , Title, Default Title, , , , , 51468-06A, ,,,,,297.46,349.95
tallboy-seat-51469-06A, TALLBOY SEAT  , REACH SEAT REACH SEAT BLACKLINETM & SOFTAIL SLIM The Reach forward position seat is designed to move riders 1.25 closer to the hand and foot controls. The scooped bucket-shape saddle provides a wide seating surface and added back support for long-range touring while the narrow tapered front profile brings your legs 1.0 closer together to help your feet rest firmly on the pavement when stopped. The correct riding position can help a tall rider sit comfortably on the bike and avoid leg cramps and back strain during a long day in the saddle. For riders with a longer inseam a Tallboy Seat will put you on the road to fatigue-free riding. Designed to move the rider up and back from the stock seating position a Tallboy Seat can eliminate the knees-high riding position and effectively places the body for a natural arm and leg reach to the controls. Tallboy Seats feature a bucket-shaped design for added support and a wide seating surface to reduce pressure on the tailbone. This Tallboy Seat moves the rider back 2.0 and up 3.0 as compared to the Original Equipment seat. The new position allows additional leg and arm movement for the long-limbed rider and a comfortable seating space for the open road. The Tallboy Seat features a smooth vinyl surface that complements many motorcycle models and a wide pillion for added passenger comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51469-06A, ,,,,,297.46,349.95
-51470-06A,  , , Harley Davidson,  , , , Title, Default Title, , , , , 51470-06A, ,,,,,297.46,349.95
tallboy-seat-51471-06, TALLBOY SEAT  , Get a little bit closer. Super Reach forward position seats are designed to move riders with a shorter inseam even closer to the controls and to bring the legs about 1.0 closer together so that your feet rest firmly on the pavement. The scooped bucket-shaped saddle is enhanced with added back support padding to move the rider up to 1.0 lower and 3.0 forward. The combination positions the rider closer to the hand and foot controls to offer both comfort and confidence. For a two-up ride combine the solo seat with the Touring Passenger Pillion P/N 51404-10 (sold separately). Designed specifically for riders requiring a close to the bar riding position this seat positions the rider approximately 1.0 forward closer to the hand and foot controls. The narrow front profile brings your legs closer together to help you plant your feet firmly on the ground. The seat features a textured vinyl insert and a Harley-Davidson logo that shows you are riding in style. A. SUPER REACH SOLO SEAT Stretch your legs in style. The Tallboy one-piece seat moves the rider back 1.75 and up 2.0 as compared to the Original Equipment seat. The new position allows additional leg and arm movement for the long-limbed rider and a comfortable seating space for the open road. The Tallboy Seat also features a wide pillion for added passenger comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51471-06, ,,,,,254.96,299.95
sundowner-passenger-pillion-51473-06A, SUNDOWNER PASSENGER PILLION  , The SundownerTM Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points. Ride solo on your Dyna motorcycle in Sundowner comfort and style. This unique seat combines the deep bucket design and added back support of the two-up seat with the strippeddown look of a solo saddle. Matching passenger pillion is available for added versatility. SUNDOWNER SEAT (SHOWN WITH SMOOTH BUCKET PASSENGER BACKREST PAD) Bring someone along for the ride without giving up your solo status. This carefully styled pillion matches Dyna Sundowner Solo Seat and provides your passenger with that great Sundowner comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51473-06A, ,,,,,144.46,169.95
backrest-pads-51477-06, BACKREST PADS  , BACKREST PADS Sized to fit round bar sissy bar uprights these pads mount to mini medallion style uprights with two mounting holes. LOW SISSY BAR UPRIGHT CHROME (52300022 SHOWN) LOW SISSY BAR UPRIGHT GLOSS BLACK (52300024 SHOWN) Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware. Sized to fit round bar sissy bar uprights these pads mount to mini medallion-style uprights with two mounting holes., Harley Davidson,  , , , Title, Default Title, , , , , 51477-06, ,,,,,84.96,99.95
deluxe-leather-solo-spring-saddle-with-nostalgic-skir-51481-08, DELUXE LEATHER SOLO SPRING SADDLE WITH NOSTALGIC SKIR , Step back to the late 1940s. Styled to complement the look of the post-war Harley models this deep dished leather solo saddle features a firm but comfortable seating surface. The flexible skirt and chrome concho add a nostalgic touch. Installation requires separate purchase of model-specific Seat Bracket and Spring Kit. STANDARD LEATHER SOLO SPRING SADDLE DELUXE LEATHER SOLO SPRING SADDLE WITH NOSTALGIC SKIRT, Harley Davidson,  , , , Title, Default Title, , , , , 51481-08, ,,,,,203.96,239.95
sundowner-seat-51507-04, SUNDOWNER SEAT  , SIGNATURE SERIES SOLO SEAT WITH RIDER BACKREST A perfect combination of foam density and shape has created our most comfortable seat for long-haul touring. The wideseating area will keep the rider extra comfy on a long trip and when you reach your destination city driving will be easier with the narrow nose that helps keep your legs closer together. Seat features an easily removable adjustable rider backrest that folds down for easier passenger mounting. Rider backrest has a 5-position height adjustment with 1.5 range and a wide range of forward/back angle adjustment with a quick twist of the control knob. Matching Passenger Pillion P/N 52400053 is available for added versatility. SIGNATURE SERIES SOLO SEAT WITH RIDER BACKREST Ride sun-up to sun-down in comfort and style. The SundownerTM Solo Seat's shape and foam density were developed and refined during hundreds of hours of test rides and ergonomic evaluations. The unique seat features a deep bucket design that cradles the tailbone and provides back support for the rider. The narrow nose of the seat was sculpted to bring the legs closer together and to look great with any size Sportster fuel tank. The seat is constructed with premium textured vinyl surfaces for comfort and durability and features embroidered Bar & Shield logos for style. For two-up riding simply add the comfortable Sundowner Passenger Pillion P/N 52400121. The Sundowner Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points., Harley Davidson,  , , , Title, Default Title, , , , , 51507-04, ,,,,,271.96,319.95
short-backrest-pad-51513-02, SHORT BACKREST PAD  , SLIP-OVER PASSENGER BACKREST PAD SHORT BACKREST PAD Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware. Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware., Harley Davidson,  , , , Title, Default Title, , , , , 51513-02, ,,,,,55.21,64.95
backrest-pads-51514-02, BACKREST PADS  , Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware. SLIP-OVER PASSENGER BACKREST PAD SHORT BACKREST PAD Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware. Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware. Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware. TALL BACKREST PAD SOFTAIL DEUCE SHORT BACKREST PAD Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware., Harley Davidson,  , , , Title, Default Title, , , , , 51514-02, ,,,,,63.71,74.95
backrest-pads-51517-02, BACKREST PADS  , Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware. SLIP-OVER PASSENGER BACKREST PAD SHORT BACKREST PAD Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware. Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware. Innovative Backrest Pad Mounting System features a brushed stainless steel insert framed with chrome plate and hardware. TALL BACKREST PAD SOFTAIL DEUCE SHORT BACKREST PAD Sized to fit medallion and mini medallion-style sissy bar uprights. Pad mounts with single center screw and bolt-on mounting strap. Includes chrome-plated mounting hardware., Harley Davidson,  , , , Title, Default Title, , , , , 51517-02, ,,,,,63.71,74.95
passenger-pillion-smooth-styling-51535-06A, PASSENGER PILLION SMOOTH STYLING  , LOW-PROFILE LEATHER SEAT Prowl the town in style. Featured as Original Equipment on the '07 CVOTM Dyna model this low-profile seat features a breathable perforated leather insert. The firm padding makes you feel a part of the bike and the raised back stop keeps you in place when you hit the gas. Bring a passenger along for the ride. This Passenger Pillion includes a passenger grab strap. 51404-10 Smooth. $159.95 Fits '09-'17 FXDB and '10-'17 FXDWG models with Original Equipment solo seat. Installation on FXDB models requires separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50210-06. 51535-06A Smooth. $159.95 Fits '06-'09 Dyna models (except '09 FXDB). FXD and FXDB models require separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50210-06. Pillion width 9.5. C. QUICK-RELEASE PASSENGER PILLION Styled to complement stock or accessory solo seats this Passenger Pillion delivers maximum passenger comfort on the road. The pillion is easily removable from the Solo Rack P/N 52796-09 with a simple finger-pull release. The available Sissy Bar Upright P/N 52726-09 attaches directly to the pillion to provide a completely removable touring system., Harley Davidson,  , , , Title, Default Title, , , , , 51535-06A, ,,,,,135.96,159.95
sundownertm-seat-51540-01A, SUNDOWNERTM SEAT  , The SundownerTM Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points., Harley Davidson,  , , , Title, Default Title, , , , , 51540-01A, ,,,,,288.96,339.95
sundownertm-seat-51540-04, SUNDOWNERTM SEAT  , The SundownerTM Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points., Harley Davidson,  , , , Title, Default Title, , , , , 51540-04, ,,,,,288.96,339.95
sundownertm-seat-51540-06, SUNDOWNERTM SEAT  , The SundownerTM Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points., Harley Davidson,  , , , Title, Default Title, , , , , 51540-06, ,,,,,288.96,339.95
sun-ray-heated-seat-'14-later-models-51542-01B, SUN RAY HEATED SEAT '14-LATER MODELS  , SUN RAY HEATED SEAT '14-LATER MODELS Chase away the chill on long fall and winter rides. This second generation heated seat features dual-zone heated rider and passenger positions with separate high/low/off toggle controls for personal comfort selection. The one-piece seat with integrated heat pad and control system is simple to install and the heating element is switched on/off with the ignition to avoid draining the battery. Smooth styling complements any Touring model. Can be used with optional Rider Backrest Kits. 52000135 Vinyl. $824.95 Fits '14-later Touring and Tri Glide models. '14-'16 models require separate purchase of Electrical Harness Extension P/N 69200722. '17-later models require Electrical Harness Extension P/N 69201599A. Seat width 15.0; passenger pillion width 15.0., Harley Davidson,  , , , Title, Default Title, , , , , 51542-01B, ,,,,,297.46,349.95
sundowner-seat-51544-01A, SUNDOWNER SEAT  , SIGNATURE SERIES SOLO SEAT WITH RIDER BACKREST A perfect combination of foam density and shape has created our most comfortable seat for long-haul touring. The wideseating area will keep the rider extra comfy on a long trip and when you reach your destination city driving will be easier with the narrow nose that helps keep your legs closer together. Seat features an easily removable adjustable rider backrest that folds down for easier passenger mounting. Rider backrest has a 5-position height adjustment with 1.5 range and a wide range of forward/back angle adjustment with a quick twist of the control knob. Matching Passenger Pillion P/N 52400053 is available for added versatility. SIGNATURE SERIES SOLO SEAT WITH RIDER BACKREST Ride sun-up to sun-down in comfort and style. The SundownerTM Solo Seat's shape and foam density were developed and refined during hundreds of hours of test rides and ergonomic evaluations. The unique seat features a deep bucket design that cradles the tailbone and provides back support for the rider. The narrow nose of the seat was sculpted to bring the legs closer together and to look great with any size Sportster fuel tank. The seat is constructed with premium textured vinyl surfaces for comfort and durability and features embroidered Bar & Shield logos for style. For two-up riding simply add the comfortable Sundowner Passenger Pillion P/N 52400121. The Sundowner Seat provides the maximum in long-riding comfort. The deep-bucket design puts your body in the proper touring position and the generous padding makes it comfortable for both the rider and passenger as the miles are adding up. The dished shape provides added rider back support and the wide passenger pillion is shaped to minimize pressure points., Harley Davidson,  , , , Title, Default Title, , , , , 51544-01A, ,,,,,271.96,319.95
short-passenger-backrest-pad-smooth-look-51579-05A, SHORT PASSENGER BACKREST PAD SMOOTH LOOK  , PASSENGER BACKREST PAD MID SIZED (52300557 SHOWN) COMPACT PASSENGER BACKREST PAD Smooth top-stitched pad complements most seating surfaces., Harley Davidson,  , , , Title, Default Title, , , , , 51579-05A, ,,,,,93.46,109.95
compact-passenger-backrest-pads-51583-01, COMPACT PASSENGER BACKREST PADS  , This wide Touring Backrest is shaped to provide added passenger comfort and support. This backrest sports a smooth clean finish that looks great with any smooth surface seat., Harley Davidson,  , , , Title, Default Title, , , , , 51583-01, ,,,,,76.46,89.95
short-backrest-pad-for-softail-one-piece-upright-51587-05, SHORT BACKREST PAD FOR SOFTAIL ONE-PIECE UPRIGHT  , ONE-PIECE H-D DETACHABLESTM TALL SISSY BAR UPRIGHT GLOSS BLACK The sweeping shape and gloss black finish of this slim round bar Sissy Bar Upright complements the classic bobber look of the Softail Cross Bones model. The one-piece design eliminates separate sideplates for a clean appearance and the stylized upper kick angle mimics the old-school sissy bars of the '50s and '60s. Can be used with Passenger Backrest Pad P/N 52631-07. ONE-PIECE H-D DETACHABLES TALL SISSY BAR UPRIGHT GLOSS BLACK (SHOWN WITH PASSENGER BACKREST PAD) ONE-PIECE H-D DETACHABLES SISSY BAR UPRIGHT CHROME The sweeping shape of this slim round bar Passenger Upright accents the nostalgic lines of the Softail Deluxe model and the one-piece design eliminates separate sideplates for a clean design. The chrome Detachable Upright accepts Backrest Pads P/N 53928-05 51587-05 and 51687-06 and features a stylized Bar & Shield cross-brace. PASSENGER BACKREST PAD BLACKLINE & SOFTAIL SLIM Styled to complement the FXS Original Equipment or accessory seats these compact Backrest Pads are the perfect match for Softail Blackline motorcycle. SHORT BACKREST PAD FOR SOFTAIL ONE-PIECE UPRIGHT Styled to complement the Softail Deluxe Original Equipment seat and passenger pillion this Short Backrest Pad hugs the contour of the one-piece upright. 53928-05 Softail Deluxe Pattern. $74.95 Fits One-Piece Passenger Upright P/N 53618-05. E. BACKREST PADS H. TALL BACKREST PAD FOR SOFTAIL ONE-PIECE UPRIGHT Styled to complement your Softail model Original Equipment seat and passenger pillion this Tall Backrest Pad delivers additional passenger support for the run across town or across the country. Combine with a matching Touring Passenger Pillion for maximum comfort. 51587-05 Softail Deluxe Pattern. $99.95 Fits One-Piece Passenger Upright P/N 53618-05., Harley Davidson,  , , , Title, Default Title, , , , , 51587-05, ,,,,,220.96,259.95
touring-passenger-pillio-51600-09, TOURING PASSENGER PILLIO , Although the VRSCTM family of motorcycles is built for speed it can also make a radical touring machine. This wide and contoured Passenger Pillion is shaped to deliver maximum passenger comfort for long hauls or around-town riding. Accent the low and lean look of the motorcycle with this highly styled cast passenger backrest. The unique cast upright with hidden hardware and the silver powder-coated finish blends with the bike to form a functional yet stylish backrest. The backrest pad complements the Original Equipment seat. Kit includes upright pad and mounting hardware. TOURING PASSENGER PILLION, Harley Davidson,  , , , Title, Default Title, , , , , 51600-09, ,,,,,152.96,179.95
touring-passenger-pillio-51607-09, TOURING PASSENGER PILLIO , Although the VRSCTM family of motorcycles is built for speed it can also make a radical touring machine. This wide and contoured Passenger Pillion is shaped to deliver maximum passenger comfort for long hauls or around-town riding. Accent the low and lean look of the motorcycle with this highly styled cast passenger backrest. The unique cast upright with hidden hardware and the silver powder-coated finish blends with the bike to form a functional yet stylish backrest. The backrest pad complements the Original Equipment seat. Kit includes upright pad and mounting hardware. TOURING PASSENGER PILLION, Harley Davidson,  , , , Title, Default Title, , , , , 51607-09, ,,,,,152.96,179.95
sundowner-seat-road-king-classic-basketweave-(51615-09a-shown-51615-09A, SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE (51615-09A SHOWN , SUNDOWNER SEAT SMOOTH (52000128 SHOWN) This Sundowner seat is finished in rich black vinyl and is styled to complement the Freewheeler Trike model's Original Equipment seat. Decorated with pleated leather valance and chrome Road King Classic concho the seat stays true to Road King Classic styling. Accepts rider backrest for additional touring comfort. SUNDOWNER SEAT FREEWHEELER SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE (51615-09A SHOWN), Harley Davidson,  , , , Title, Default Title, , , , , 51615-09A, ,,,,,322.96,379.95
sundowner-seat-road-king-classic-basketweave-51615-99C, SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE  , SUNDOWNER SEAT SMOOTH (52000128 SHOWN) This Sundowner seat is finished in rich black vinyl and is styled to complement the Freewheeler Trike model's Original Equipment seat. Decorated with pleated leather valance and chrome Road King Classic concho the seat stays true to Road King Classic styling. Accepts rider backrest for additional touring comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51615-99C, ,,,,,322.96,379.95
oversized-passenger-backrest-pad-studded-51617-99C, OVERSIZED PASSENGER BACKREST PAD STUDDED  , SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE (51615-09A SHOWN) SUNDOWNERTM SEAT '06-'10 STREET GLIDE STITCHING Decorated with tuck and roll pleating the SundownerTM Seat complements the '06-'10 Street Glide styling. Accepts rider backrest for additional touring comfort. Decorated with black studs and the embroidered Road King V-logo the seat stays true to Road King styling. Accepts rider backrest as well for additional touring comfort. MID-SIZED PASSENGER BACKREST PAD COMFORT STITCH Smooth top-stitched pad complements most seating surfaces. Styled to match studded Original Equipment Road King and Road King Touring Seat P/N 51617-99C., Harley Davidson,  , , , Title, Default Title, , , , , 51617-99C, ,,,,,322.96,379.95
backrest-pads-51622-07, BACKREST PADS  , Sized to fit round bar sissy bar uprights these pads mount to mini medallion style uprights with two mounting holes. Sized to fit round bar sissy bar uprights these pads mount to mini medallion-style uprights with two mounting holes., Harley Davidson,  , , , Title, Default Title, , , , , 51622-07, ,,,,,63.71,74.95
sundownertm-seat-'06-'10-street-glide-stitching-51630-06, SUNDOWNERTM SEAT '06-'10 STREET GLIDE STITCHING  , SUNDOWNER SEAT FREEWHEELER SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE (51615-09A SHOWN) SUNDOWNERTM SEAT '06-'10 STREET GLIDE STITCHING Decorated with tuck and roll pleating the SundownerTM Seat complements the '06-'10 Street Glide styling. Accepts rider backrest for additional touring comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51630-06, ,,,,,322.96,379.95
sundowner-seat-'06-'10-street-glide-stitching-(51630-09a-shown-51630-09A, SUNDOWNER SEAT '06-'10 STREET GLIDE STITCHING (51630-09A SHOWN , SUNDOWNER SEAT FREEWHEELER SUNDOWNER SEAT ROAD KING CLASSIC BASKETWEAVE (51615-09A SHOWN) SUNDOWNERTM SEAT '06-'10 STREET GLIDE STITCHING Decorated with tuck and roll pleating the SundownerTM Seat complements the '06-'10 Street Glide styling. Accepts rider backrest for additional touring comfort. Decorated with black studs and the embroidered Road King V-logo the seat stays true to Road King styling. Accepts rider backrest as well for additional touring comfort. SUNDOWNER SEAT '06-'10 STREET GLIDE STITCHING (51630-09A SHOWN), Harley Davidson,  , , , Title, Default Title, , , , , 51630-09A, ,,,,,322.96,379.95
rider-backrests-51631-09A, RIDER BACKRESTS  , ADJUSTABLE RIDER BACKRESTS (SHOWN WITH MOUNTING KIT) Add back support for long-haul riding comfort. Contoured backrest pad is shaped to provide full lower back support without pushing the rider forward and the slim profile offers the passenger a few more inches of room. An adjustable support bracket with four mounting locations accommodates different seats and riding positions. The backrest pad angle can be adjusted for maximum comfort., Harley Davidson,  , , , Title, Default Title, , , , , 51631-09A, ,,,,,169.96,199.95
mid-sized-passenger-backrest-pad-'06-'10-street-glide-stitching-51633-06A, MID-SIZED PASSENGER BACKREST PAD '06-'10 STREET GLIDE STITCHING  , MID-SIZED PASSENGER BACKREST PAD COMFORT STITCH Styled to match Comfort Stitch Seats and Rider Backrests. MID-SIZED PASSENGER BACKREST PAD CUSTOM STITCHING Styled to match Road King Custom models. MID-SIZED PASSENGER BACKREST PAD '06-'10 STREET GLIDE STITCHING Styled to match the '06-'10 Street Glide model., Harley Davidson,  , , , Title, Default Title, , , , , 51633-06A, ,,,,,93.46,109.95
king-tour-pak-backrest-pad-'06-'10-street-glide-styling-51634-06A, KING TOUR-PAK BACKREST PAD '06-'10 STREET GLIDE STYLING  , KING TOUR-PAK BACKREST PAD CVOTM ROAD KING STYLING Matches '14 CVOTM Road King Original Equipment seat. KING TOUR-PAK BACKREST PAD LEATHER ROAD ZEPPELIN STYLING Styled to match the tufted leather Road Zeppelin seat. KING TOUR-PAK BACKREST PAD '15 CVO STREET GLIDE STYLING KING TOUR-PAK BACKREST PAD '06-'10 STREET GLIDE STYLING Styled to match the '06-'10 Street Glide Original Equipment or SundownerTM seat., Harley Davidson,  , , , Title, Default Title, , , , , 51634-06A, ,,,,,203.96,239.95
